"Refid","User","Level","Author(s)","Title ","Year","Domain","Domain_comment","","","Outcome","Outcome_comment","Biological measures","Did at least 1 group use CGM for glucose measurement?  ","Risk","Behaviors","Collection","Frequency of feedback","Communication","Theories ","Was the behavior change theory used to guide the study design? "
24550,"Kelli.Richardson,Michelle.Jospe",3,"Watson, A. J., Singh, K., Myint, U. K., Grant, R. W., Jethwani, K., Murachver, E., Harris, K., Lee, T. H., Kvedar, J. C.","Evaluating a web-based self-management program for employees with hypertension and prehypertension: a randomized clinical trial",2012,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"None explicitly stated",Self-measurement,"More than once","Device,Device/One-way","Common Sense Model","No, theory acknowledged in discussion"
24554,"Kelli.Richardson,Michelle.Jospe",3,"Watson, M., Duvivier, V., Wade Walsh, M., Ashley, S., Davidson, J., Papaikonomou, M., Murday, V., Sacks, N., Eeles, R.","Family history of breast cancer: what do women understand and recall about their genetic risk?",1998,Cancer,,"At risk",,"Cancer prevention",,Genetics,,No,"Medical screening uptake",Other,Once,Real-time,"None explicitly stated",
24625,"Kelli.Richardson,Michelle.Jospe",3,"Wei, K. S., Ibrahim, N. E., Kumar, A. A., Jena, S., Chew, V., Depa, M., Mayanil, N., Kvedar, J. C., Gaggin, H. K.","Habits Heart App for Patient Engagement in Heart Failure Management: Pilot Feasibility Randomized Trial",2021,CVD,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way/Real-time,"None explicitly stated",
24642,"Kelli.Richardson,Michelle.Jospe",3,"Weinberg, D. S., Myers, R. E., Keenan, E., Ruth, K., Sifri, R., Ziring, B., Ross, E., Manne, S. L.","Genetic and environmental risk assessment and colorectal cancer screening in an average-risk population: a randomized trial",2014,Cancer,,"At risk",,"Cancer prevention",,"Genetics,Nutrient biomarkers",,Yes,"Medical screening uptake",Other,Once,Real-time,"None explicitly stated",
24645,"Kelli.Richardson,Michelle.Jospe",3,"Weinberger, M., Murray, M. D., Marrero, D. G., Brewer, N., Lykens, M., Harris, L. E., Seshadri, R., Caffrey, H., Roesner, J. F., Smith, F., Newell, A. J., Collins, J. C., McDonald, C. J., Tierney, W. M.","Effectiveness of pharmacist care for patients with reactive airways disease: a randomized controlled trial",2002,"Respiratory disease",,,,"Respiratory disease management",,"Pulmonary function",,No,"None explicitly stated","Self-measurement,Other","More than once","Device,Device/Real-time","None explicitly stated",
24729,"Kelli.Richardson,Michelle.Jospe",3,"Wengreen, H. J., Nix, E., Madden, G. J.","The effect of social norms messaging regarding skin carotenoid concentrations among college students",2017,"General health promotion",,,,"Behavior change",,"Nutrient biomarkers",,No,Diet,Other,Once,One-way,"Other : Focus Theory of Normative Conduct","No, theory acknowledged in discussion"
24754,"Kelli.Richardson,Michelle.Jospe",3,"Wessel, S. E., van der Hoeven, N. V., Cammenga, M., van Montfrans, G. A., van den Born, B. J.","'Diagnostic mode' improves adherence to the home blood pressure measurement schedule",2012,CVD,,,,"Blood pressure management",,"Blood pressure,Heart rate",,No,"Medication/treatment use or adherence,Physical activity",Self-measurement,"More than once",Device,"None explicitly stated",
24764,"Kelli.Richardson,Michelle.Jospe",3,"West, D. S., Krukowski, R. A., Finkelstein, E. A., Stansbury, M. L., Ogden, D. E., Monroe, C. M., Carpenter, C. A., Naud, S., Harvey, J. R.","Adding Financial Incentives to Online Group-Based Behavioral Weight Control: An RCT",2020,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way/Real-time,"Social Cognitive Theory","No, theory acknowledged in discussion"
24766,"Kelli.Richardson,Michelle.Jospe",3,"West, D. S., Stansbury, M., Krukowski, R. A., Harvey, J.","Enhancing group-based internet obesity treatment: A pilot RCT comparing video and text-based chat",2019,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once","Device/Real-time,Device/One-way/Real-time","None explicitly stated",
24793,"Kelli.Richardson,Michelle.Jospe",3,"Wevers, M. R., Aaronson, N. K., Verhoef, S., Bleiker, E. M., Hahn, D. E., Kuenen, M. A., van der Sanden-Melis, J., Brouwer, T., Hogervorst, F. B., van der Luijt, R. B., Valdimarsdottir, H. B., van Dalen, T., Theunissen, E. B., van Ooijen, B., de Roos, M. A., Borgstein, P. J., Vrouenraets, B. C., Vriens, E., Bouma, W. H., Rijna, H., Vente, J. P., Witkamp, A. J., Rutgers, E. J., Ausems, M. G.","Impact of rapid genetic counselling and testing on the decision to undergo immediate or delayed prophylactic mastectomy in newly diagnosed breast cancer patients: findings from a randomised controlled trial",2014,Cancer,,"Patient diagnosed/on treatment",,"Cancer prevention",,Genetics,,No,"Medication/treatment use or adherence",Other,Once,Unclear,"None explicitly stated",
24798,"Kelli.Richardson,Michelle.Jospe",3,"Weymiller, A. J., Montori, V. M., Jones, L. A., Gafni, A., Guyatt, G. H., Bryant, S. C., Christianson, T. J., Mullan, R. J., Smith, S. A.","Helping patients with type 2 diabetes mellitus make treatment decisions: statin choice randomized trial",2007,Diabetes,,,"Type 2 diabetes","CVD management",,"Blood pressure,HbA1c,Kidney function,Lipids",,"Mixed use (some were,  some weren't)","Medication/treatment use or adherence",Other,Once,One-way,"None explicitly stated",
24825,"Kelli.Richardson,Michelle.Jospe",3,"White, N., Carnahan, J., Nugent, C. A., Iwaoka, T., Dodson, M. A.","Management of obese patients with diabetes mellitus: comparison of advice education with group management",1986,Diabetes,,,"Type 2 diabetes","Glycemic control",,"Glucose,HbA1c",No,No,"Diet,Physical activity","Self-measurement,Other","More than once",Device/Real-time,"Other : reference-group theory","Yes, study design guided by theory"
24863,"Kelli.Richardson,Michelle.Jospe",3,"Whittemore, R., Vilar-Compte, M., De La Cerda, S., Delvy, R., Jeon, S., Burrola-Mendez, S., Pardo-Carrillo, M., Lozano-Marrufo, A., Perez-Escamilla, R.","Si, Yo Puedo Vivir Sano con Diabetes! A Self-Management Randomized Controlled Pilot Trial for Low-Income Adults with Type 2 Diabetes in Mexico City",2020,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Physical activity",Self-measurement,"More than once",Device,"Empowerment Philosophy,Social Cognitive Theory,Theory of Planned Behavior,Other : Health Action Process Approach Model","Yes, study design guided by theory"
24864,"Kelli.Richardson,Michelle.Jospe",3,"Whittle, J., Schapira, M. M., Fletcher, K. E., Hayes, A., Morzinski, J., Laud, P., Eastwood, D., Ertl, K., Patterson, L., Mosack, K. E.","A randomized trial of peer-delivered self-management support for hypertension",2014,CVD,,,,"Blood pressure management",,"Blood pressure,Weight/BMI",,No,"Diet,Medication/treatment use or adherence,Physical activity",Self-measurement,"More than once",Device,"Chronic Care Model","Yes, study design guided by theory"
24877,"Kelli.Richardson,Michelle.Jospe",3,"Wickramasinghe, N., John, B., George, J., Vogel, D.","Achieving Value-Based Care in Chronic Disease Management: Intervention Study",2019,Diabetes,,,"Gestational diabetes","Glycemic control",,Glucose,No,No,"Diet,Medication/treatment use or adherence,Physical activity",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
24926,"Kelli.Richardson,Michelle.Jospe",3,"Wild, S. H., Hanley, J., Lewis, S. C., McKnight, J. A., McCloughan, L. B., Padfield, P. L., Parker, R. A., Paterson, M., Pinnock, H., Sheikh, A., McKinstry, B.","Supported Telemonitoring and Glycemic Control in People with Type 2 Diabetes: The Telescot Diabetes Pragmatic Multicenter Randomized Controlled Trial",2016,Diabetes,,,"Type 2 diabetes","Glycemic control",,"Blood pressure,Glucose,Weight/BMI",No,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way/Real-time,"Social Cognitive Theory,Social Learning Theory","Yes, study design guided by theory"
24944,"Kelli.Richardson,Michelle.Jospe",3,"Wilkins, T., Gillies, R. A., Panchal, P., Patel, M., Warren, P., Schade, R. R.","Colorectal cancer risk information presented by a nonphysician assistant does not increase screening rates",2014,Cancer,,"At risk",,"Cancer prevention",,Weight/BMI,,Yes,"Medical screening uptake,Medical visit/consultation",Other,Once,One-way,"Theory of Planned Behavior","No, theory acknowledged in discussion"
24973,"Kelli.Richardson,Michelle.Jospe",3,"Williams, A., Manias, E., Walker, R., Gorelik, A.","A multifactorial intervention to improve blood pressure control in co-existing diabetes and kidney disease: a feasibility randomized controlled trial",2012,Other,"Diabetes,Kidney disease, CVD",,,"Blood pressure management",,"Blood pressure",,No,"Medication/treatment use or adherence",Self-measurement,"More than once",Device/Real-time,"Health Belief Model","Yes, study design guided by theory"
24991,"Kelli.Richardson,Michelle.Jospe",3,"Williams, D. M., Dunsiger, S., Miranda, R., Jr., Gwaltney, C. J., Emerson, J. A., Monti, P. M., Parisi, A. F.","Recommending self-paced exercise among overweight and obese adults: a randomized pilot study",2015,Overweight/Obesity,,,,"Behavior change",,"Heart rate",,No,"Physical activity",Self-measurement,"More than once",Device,"Self-determination theory","Yes, study design guided by theory"
25056,"Kelli.Richardson,Michelle.Jospe",3,"Wills, A. M., Garry, J., Hubbard, J., Mezoian, T., Breen, C. T., Ortiz-Miller, C., Nalipinski, P., Sullivan, S., Berry, J. D., Cudkowicz, M., Paganoni, S., Chan, J., Macklin, E. A.","Nutritional counseling with or without mobile health technology: a randomized open-label standard-of-care-controlled trial in ALS",2019,Other,"Neurodegenerative disease",,,"Weight management ",,Weight/BMI,,No,Diet,Self-measurement,"More than once","Device/Real-time,Device/One-way/Real-time","None explicitly stated",
25125,"Kelli.Richardson,Michelle.Jospe",3,"Winett, R. A., Anderson, E. S., Wojcik, J. R., Winett, S. G., Moore, S., Blake, C.","Guide to Health: A Randomized Controlled Trial of the Effects of a Completely WEB-Based Intervention on Physical Activity, Fruit and Vegetable Consumption, and Body Weight",2011,Overweight/Obesity,,,,"Behavior change",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way,"Self-regulation theory,Social Cognitive Theory","Yes, study design guided by theory"
25130,"Kelli.Richardson,Michelle.Jospe",3,"Wing, R. R., Crane, M. M., Thomas, J. G., Kumar, R., Weinberg, B.","Improving weight loss outcomes of community interventions by incorporating behavioral strategies",2010,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way,"Social Learning Theory","Yes, study design guided by theory"
25134,"Kelli.Richardson,Michelle.Jospe",3,"Wing, R. R., Epstein, L. H., Nowalk, M. P., Scott, N., Koeske, R., Hagg, S.","Does self-monitoring of blood glucose levels improve dietary compliance for obese patients with type II diabetes?",1986,Diabetes,,,"Type 2 diabetes","Weight management ",,Glucose,No,No,"Diet,Physical activity",Self-measurement,"More than once",Device,"None explicitly stated",
25136,"Kelli.Richardson,Michelle.Jospe",3,"Wing, R. R., Epstein, L. H., Shapira, B., Koeske, R.","Contingent therapist contact in a behavioral weight control program",1984,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"None explicitly stated",Other,"More than once",Real-time,"None explicitly stated",
25139,"Kelli.Richardson,Michelle.Jospe",3,"Wing, R. R., Jeffery, R. W.","Prescribed ""breaks"" as a means to disrupt weight control efforts",2003,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity","Self-measurement,Other","More than once",Device/Real-time,"None explicitly stated",
25141,"Kelli.Richardson,Michelle.Jospe",3,"Wing, R. R., Jeffery, R. W., Hellerstedt, W. L., Burton, L. R.","Effect of frequent phone contacts and Optional Food Provision on maintenance of weight loss",1996,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/Unclear,"None explicitly stated",
25154,"Kelli.Richardson,Michelle.Jospe",3,"Wing, R. R., Tate, D. F., Espeland, M. A., Lewis, C. E., LaRose, J. G., Gorin, A. A., Bahnson, J., Perdue, L. H., Hatley, K. E., Ferguson, E., Garcia, K. R., Lang, W., Study of Novel Approaches to Weight Gain Prevention Research, Group","Innovative Self-Regulation Strategies to Reduce Weight Gain in Young Adults: The Study of Novel Approaches to Weight Gain Prevention (SNAP) Randomized Clinical Trial",2016,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way/Real-time,"Control Theory,Self-regulation theory","Yes, study design guided by theory"
25155,"Kelli.Richardson,Michelle.Jospe",3,"Wing, R. R., Tate, D. F., Gorin, A. A., Raynor, H. A., Fava, J. L.","A self-regulation program for maintenance of weight loss",2006,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity","Self-measurement,Other","More than once",Device/One-way/Real-time,"Self-regulation theory","Yes, study design guided by theory"
25183,"Kelli.Richardson,Michelle.Jospe",3,"Winzenberg, T., Oldenburg, B., Frendin, S., De Wit, L., Riley, M., Jones, G.","The effect on behavior and bone mineral density of individualized bone mineral density feedback and educational interventions in premenopausal women: a randomized controlled trial [NCT00273260]",2006,Osteoporosis,,,,"Bone health promotion ",,"Bone mass/density",,No,"Diet,Physical activity,Smoking cessation/reduction",Other,Once,"One-way,Real-time","None explicitly stated",
25203,"Kelli.Richardson,Michelle.Jospe",3,"Wister, A., Loewen, N., Kennedy-Symonds, H., McGowan, B., McCoy, B., Singer, J.","One-year follow-up of a therapeutic lifestyle intervention targeting cardiovascular disease risk",2007,CVD,,,,"CVD management",,"Blood pressure,Lipids,Weight/BMI",,Yes,"Diet,Physical activity,Smoking cessation/reduction,Stress management",Other,Once,One-way/Real-time,"Self-Efficacy Theory,Transtheoretical Model,Other : expert patient model","Yes, study design guided by theory,No, theory acknowledged in discussion"
25217,"Kelli.Richardson,Michelle.Jospe",3,"Witteman, H. O., Fuhrel-Forbis, A., Wijeysundera, H. C., Exe, N., Dickson, M., Holtzman, L., Kahn, V. C., Zikmund-Fisher, B. J.","Animated randomness, avatars, movement, and personalization in risk graphics",2014,CVD,,,,"Behavior change",,"Blood pressure,Lipids,Weight/BMI",,Yes,"Diet,Medical visit/consultation,Physical activity,Smoking cessation/reduction",Self-measurement,Once,One-way,"None explicitly stated",
25259,"Kelli.Richardson,Michelle.Jospe",3,"Wolinsky, F. D., Lou, Y., Edmonds, S. W., Hall, S. F., Jones, M. P., Wright, N. C., Saag, K. G., Cram, P., Roblin, D. W., Investigators, Paadrn","Activating Patients With a Tailored Bone Density Test Results Letter and Educational Brochure: the PAADRN Randomized Controlled Trial",2017,Osteoporosis,,,,"Bone health promotion ",,"Bone mass/density",,No,"Alcohol use cessation/reduction,Diet,Medical visit/consultation,Physical activity,Smoking cessation/reduction",Other,Once,One-way,"Other : patient activation theory","Yes, study design guided by theory"
25285,"Kelli.Richardson,Michelle.Jospe",3,"Wong, E. M., Leung, D. Y. P., Chair, S. Y., Sit, J. W. H.","Effects of a Web-Based Educational Support Intervention on Total Exercise and Cardiovascular Risk Markers in Adults With Coronary Heart Disease",2020,CVD,,,,"Behavior change",,"Blood pressure,Glucose,Lipids",No,No,"Physical activity",Other,"More than once",One-way,"Health Belief Model,Social Cognitive Theory","Yes, study design guided by theory"
25307,"Kelli.Richardson,Michelle.Jospe",3,"Wong, S. S., Ng, C. J., Liew, S. M., Hussein, N.","Effectiveness of a colour coded HbA1c graphical record in improving diabetes control in people with type 2 diabetes: a randomized control trial",2012,Diabetes,,,"Type 2 diabetes","Glycemic control",,HbA1c,,No,"Diet,Physical activity",Other,"More than once",One-way/Real-time,"None explicitly stated",
25349,"Kelli.Richardson,Michelle.Jospe",3,"Worth, R., Home, P. D., Johnston, D. G., Anderson, J., Ashworth, L., Burrin, J. M., Appleton, D., Binder, C., Alberti, K. G.","Intensive attention improves glycaemic control in insulin-dependent diabetes without further advantage from home blood glucose monitoring: results of a controlled trial",1982,Diabetes,,,Unspecified,"Glycemic control",,Glucose,No,No,"Diet,Medication/treatment use or adherence",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
25427,"Kelli.Richardson,Michelle.Jospe",3,"Wyke, S., Hunt, K., Gray, C. M., Fenwick, E., Bunn, C., Donnan, P. T., Rauchhaus, P., Mutrie, N., Anderson, A. S., Boyer, N., Brady, A., Grieve, E., White, A., Ferrell, C., Hindle, E., Treweek, S.","Football Fans in Training (FFIT): a randomised controlled trial of a gender-sensitised weight loss and healthy living programme for men",2015,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Alcohol use cessation/reduction,Diet,Physical activity",Self-measurement,"More than once",Device,"Control Theory,Self-determination theory,Self-regulation theory,Social Cognitive Theory,Other : Practice theory","Yes, study design guided by theory,No, theory acknowledged in discussion"
25478,"Kelli.Richardson,Michelle.Jospe",3,"Xu, R., Xing, M., Javaherian, K., Peters, R., Ross, W., Bernal-Mizrachi, C.","Improving HbA<sub>1c</sub> with Glucose Self-Monitoring in Diabetic Patients with EpxDiabetes, a Phone Call and Text Message-Based Telemedicine Platform: A Randomized Controlled Trial",2020,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"None explicitly stated",Self-measurement,"More than once","Device/One-way,Device/One-way/Real-time","None explicitly stated",
25489,"Kelli.Richardson,Michelle.Jospe",3,"Xue, F., Yao, W., Lewin, R. J.","A randomised trial of a 5 week, manual based, self-management programme for hypertension delivered in a cardiac patient club in Shanghai",2008,CVD,,,,"Blood pressure management",,"Blood pressure,Weight/BMI",,No,"Alcohol use cessation/reduction,Diet,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction",Self-measurement,"More than once",Device,"None explicitly stated",
25542,"Kelli.Richardson,Michelle.Jospe",3,"Yancy, W. S., Jr., Shaw, P. A., Reale, C., Hilbert, V., Yan, J., Zhu, J., Troxel, A. B., Foster, G. D., Volpp, K. G.","Effect of Escalating Financial Incentive Rewards on Maintenance of Weight Loss: A Randomized Clinical Trial",2019,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
25543,"Kelli.Richardson,Michelle.Jospe",3,"Yancy, W. S., Jr., Shaw, P. A., Wesby, L., Hilbert, V., Yang, L., Zhu, J., Troxel, A., Huffman, D., Foster, G. D., Wojtanowski, A. C., Volpp, K. G.","Financial incentive strategies for maintenance of weight loss: results from an internet-based randomized controlled trial",2018,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
25568,"Kelli.Richardson,Michelle.Jospe",3,"Yang, X., Tian, H., Zhang, F., Zhang, C., Li, Y., Leng, J., Wang, L., Liu, G., Dong, L., Yu, Z., Hu, G., Chan, J. C.","A randomised translational trial of lifestyle intervention using a 3-tier shared care approach on pregnancy outcomes in Chinese women with gestational diabetes mellitus but without diabetes",2014,Diabetes,,,"Gestational diabetes","Pregnancy/infant health",,Glucose,No,No,"Diet,Physical activity",Self-measurement,"More than once",Device,"None explicitly stated",
25570,"Kelli.Richardson,Michelle.Jospe",3,"Yang, Y., Lee, E. Y., Kim, H. S., Lee, S. H., Yoon, K. H., Cho, J. H.","Effect of a Mobile Phone-Based Glucose-Monitoring and Feedback System for Type 2 Diabetes Management in Multiple Primary Care Clinic Settings: Cluster Randomized Controlled Trial",2020,Diabetes,,,"Type 2 diabetes","Glycemic control",,"Blood pressure,Glucose,Weight/BMI",No,No,"Diet,Medical visit/consultation,Physical activity",Self-measurement,"More than once",Device/One-way/Real-time,"None explicitly stated",
25571,"Kelli.Richardson,Michelle.Jospe",3,"Yang, Y., Tian, C. H., Cao, J., Huang, X. J.","Research on the application of health management model based on the perspective of mobile health",2019,"General health promotion",,,,"Health risk improvement",,"Blood pressure,Glucose,Lipids,Weight/BMI,Other : uric acid",No,"Mixed use (some were,  some weren't)","Alcohol use cessation/reduction,Diet,Physical activity,Smoking cessation/reduction,Stress management","Self-measurement,Other","More than once","Real-time,Device/One-way/Real-time","None explicitly stated",
25603,"Kelli.Richardson,Michelle.Jospe",3,"Yaron, M., Roitman, E., Aharon-Hananel, G., Landau, Z., Ganz, T., Yanuv, I., Rozenberg, A., Karp, M., Ish-Shalom, M., Singer, J., Wainstein, J., Raz, I.","Effect of Flash Glucose Monitoring Technology on Glycemic Control and Treatment Satisfaction in Patients With Type 2 Diabetes",2019,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,Yes,No,Diet,Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
25605,"Kelli.Richardson,Michelle.Jospe",3,"Yasmin, Mascie-Taylor, C. G., Brown, M. J., Hughes, M.","The effect of dietary intervention on changes in total cholesterol, blood pressure and weight in a Cambridge study",1998,CVD,,,,"CVD management",,Lipids,,No,Diet,Other,Once,Real-time,"None explicitly stated",
25606,"Kelli.Richardson,Michelle.Jospe",3,"Yasutake, K., Miyoshi, E., Misumi, Y., Kajiyama, T., Fukuda, T., Ishii, T., Moriguchi, R., Murata, Y., Ohe, K., Enjoji, M., Tsuchihashi, T.","Self-monitoring of urinary salt excretion as a method of salt-reduction education: a parallel, randomized trial involving two groups",2018,CVD,,,,"Blood pressure management",,"Blood pressure,Nutrient biomarkers",,No,Diet,Self-measurement,"More than once",Device/One-way,"Transtheoretical Model","Yes, study design guided by theory"
25607,"Kelli.Richardson,Michelle.Jospe",3,"Yasutake, K., Umeki, Y., Horita, N., Morita, R., Murata, Y., Ohe, K., Tsuchihashi, T., Enjoji, M.","A self-monitoring urinary salt excretion level measurement device for educating young women about salt reduction: A parallel randomized trial involving two groups",2019,CVD,,,,"Behavior change",,"Nutrient biomarkers",,No,Diet,Self-measurement,"More than once",Device,"Transtheoretical Model","Yes, study design guided by theory"
25647,"Kelli.Richardson,Michelle.Jospe",3,"Yen, L. L., Patrick, W. K., Chie, W. C.","Comparison of relaxation techniques, routine blood pressure measurements, and self-learning packages in hypertension control",1996,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"Stress management","Self-measurement,Other","More than once","Device,Real-time","None explicitly stated",
25648,"Kelli.Richardson,Michelle.Jospe",3,"Yen, T., Qin, F., Sundaram, V., Asiimwe, E., Storage, T., Ladabaum, U.","Randomized Controlled Trial of Personalized Colorectal Cancer Risk Assessment vs Education to Promote Screening Uptake",2021,Cancer,,"At risk",,"Cancer prevention",,Weight/BMI,,Yes,"Medical screening uptake",Self-measurement,Once,One-way,"Health Belief Model,Transtheoretical Model","Yes, study design guided by theory,No, theory acknowledged in discussion"
25653,"Kelli.Richardson,Michelle.Jospe",3,"Yeoh, E., Lim, B. K., Fun, S., Tong, J., Yeoh, L. Y., Sum, C. F., Subramaniam, T., Lim, S. C.","Efficacy of self-monitoring of blood glucose versus retrospective continuous glucose monitoring in improving glycaemic control in diabetic kidney disease patients",2018,Other,"Diabetes,Kidney disease",,,"Glycemic control",,Glucose,Yes,No,"Diet,Physical activity",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
25662,"Kelli.Richardson,Michelle.Jospe",3,"Yi, S. S., Tabaei, B. P., Angell, S. Y., Rapin, A., Buck, M. D., Pagano, W. G., Maselli, F. J., Simmons, A., Chamany, S.","Self-blood pressure monitoring in an urban, ethnically diverse population: a randomized clinical trial utilizing the electronic health record",2015,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"None explicitly stated",Self-measurement,"More than once",Device,"None explicitly stated",
25694,"Kelli.Richardson,Michelle.Jospe",3,"Yoo, H. J., An, H. G., Park, S. Y., Ryu, O. H., Kim, H. Y., Seo, J. A., Hong, E. G., Shin, D. H., Kim, Y. H., Kim, S. G., Choi, K. M., Park, I. B., Yu, J. M., Baik, S. H.","Use of a real time continuous glucose monitoring system as a motivational device for poorly controlled type 2 diabetes",2008,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,Yes,No,"Diet,Physical activity",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
25697,"Kelli.Richardson,Michelle.Jospe",3,"Yoo, J. S., Kim, E. J., Lee, S. J.","[The effects of a comprehensive life style modification program on glycemic control and stress response in type 2 diabetes]",2006,Diabetes,,,"Type 2 diabetes","Glycemic control",,"Body composition/Body fat,Glucose",No,No,"Diet,Physical activity,Stress management",Other,"More than once",Real-time,"Self-Efficacy Theory,Social Cognitive Theory","Yes, study design guided by theory"
25702,"Kelli.Richardson,Michelle.Jospe",3,"Yoon, K. H., Kim, H. S.","A short message service by cellular phone in type 2 diabetic patients for 12 months",2008,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
25745,"Kelli.Richardson,Michelle.Jospe",3,"Young, L., Hertzog, M., Barnason, S.","Effects of a home-based activation intervention on self-management adherence and readmission in rural heart failure patients: the PATCH randomized controlled trial",2016,CVD,,,,"CVD management",,Weight/BMI,,No,"Diet,Medication/treatment use or adherence,Physical activity",Self-measurement,"More than once",Device/Real-time,"Self-Efficacy Theory,Other : chronic disease self-management model, patient activation theory","Yes, study design guided by theory"
25787,"Kelli.Richardson,Michelle.Jospe",3,"Yu, Y., Yan, Q., Li, H., Li, H., Wang, L., Wang, H., Zhang, Y., Xu, L., Tang, Z., Yan, X., Chen, Y., He, H., Chen, J., Feng, B.","Effects of mobile phone application combined with or without self-monitoring of blood glucose on glycemic control in patients with diabetes: A randomized controlled trial",2019,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Physical activity",Self-measurement,"More than once","Device,Device/One-way/Real-time","None explicitly stated",
25809,"Kelli.Richardson,Michelle.Jospe",3,"Yun, Y. H., Kang, E., Cho, Y. M., Park, S. M., Kim, Y. J., Lee, H. Y., Kim, K. H., Lee, K., Koo, H. Y., Kim, S., Rhee, Y., Lee, J., Min, J. H., Sim, J. A.","Efficacy of an Electronic Health Management Program for Patients With Cardiovascular Risk: Randomized Controlled Trial",2020,Other,"CVD,Diabetes",,,Other,"Glycemic control,Blood pressure management,Lipid management","Blood pressure,Glucose,Weight/BMI",No,No,"Alcohol use cessation/reduction,Diet,Medical visit/consultation,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction,Stress management",Self-measurement,"More than once",Device/One-way,"Chronic Care Model,Transtheoretical Model","Yes, study design guided by theory,No, theory acknowledged in discussion"
25842,"Kelli.Richardson,Michelle.Jospe",3,"Zairina, E., Abramson, M. J., McDonald, C. F., Li, J., Dharmasiri, T., Stewart, K., Walker, S. P., Paul, E., George, J.","Telehealth to improve asthma control in pregnancy: A randomized controlled trial",2016,Other,"Pregnancy/Postpartum,Respiratory disease",,,"Respiratory disease management",,"Pulmonary function",,No,"None explicitly stated",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
25847,"Kelli.Richardson,Michelle.Jospe",3,"Zaleski, A. L., Taylor, B. A., Park, C. L., Santos, L. P., Panza, G., Kramarz, M., McCormick, K., Thompson, P. D., Fernandez, A. B., Chen, M. H., Blissmer, B., Gans, K. M., Pescatello, L. S.","Using the immediate blood pressure benefits of exercise to improve exercise adherence among adults with hypertension: a randomized clinical trial",2019,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"Physical activity",Self-measurement,"More than once",Device/One-way/Real-time,"Theory of Planned Behavior","Yes, study design guided by theory"
25916,"Kelli.Richardson,Michelle.Jospe",3,"Zha, P., Qureshi, R., Porter, S., Chao, Y. Y., Pacquiao, D., Chase, S., O'Brien-Richardson, P.","Utilizing a Mobile Health Intervention to Manage Hypertension in an Underserved Community",2020,CVD,,,,"Blood pressure management",,"Blood pressure,Heart rate",,No,"Medication/treatment use or adherence",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
